lsoa_code,borough,major_category,minor_category,value,year,month
E01001869,Hammersmith and Fulham,Other Notifiable Offences,Other Notifiable,0,2016,10
E01003270,Lewisham,Violence Against the Person,Other violence,0,2016,9
E01003457,Merton,Other Notifiable Offences,Going Equipped,0,2016,2
E01000340,Bexley,Violence Against the Person,Harassment,1,2016,12
E01002628,Hounslow,Violence Against the Person,Wounding/GBH,1,2016,10
E01004457,Waltham Forest,Violence Against the Person,Harassment,1,2016,3
E01033148,Enfield,Violence Against the Person,Offensive Weapon,0,2016,5
E01002908,Kensington and Chelsea,Robbery,Personal Property,0,2016,3
E01002325,Havering,Theft and Handling,Other Theft Person,0,2016,2
E01002177,Harrow,Violence Against the Person,Common Assault,0,2016,11
E01004438,Waltham Forest,Other Notifiable Offences,Going Equipped,0,2016,4
E01003085,Lambeth,Theft and Handling,Theft From Motor Vehicle,3,2016,4
E01003248,Lewisham,Criminal Damage,Criminal Damage To Other Building,0,2016,2
E01001813,Hackney,Theft and Handling,Other Theft,2,2016,1
E01001973,Haringey,Criminal Damage,Criminal Damage To Other Building,0,2016,1
E01000016,Barking and Dagenham,Violence Against the Person,Assault with Injury,0,2016,7
E01000794,Bromley,Violence Against the Person,Other violence,0,2016,3
E01002443,Hillingdon,Fraud or Forgery,Other Fraud & Forgery,0,2016,6
E01003646,Redbridge,Theft and Handling,Theft From Motor Vehicle,3,2016,1
E01000636,Brent,Burglary,Burglary in a Dwelling,2,2016,3
E01001774,Hackney,Theft and Handling,Theft From Shops,0,2016,5
E01000063,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,0,2016,10
E01002249,Havering,Drugs,Drug Trafficking,0,2016,7
E01004570,Wandsworth,Theft and Handling,Other Theft Person,0,2016,10
E01001903,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,12
E01003431,Merton,Drugs,Drug Trafficking,0,2016,10
E01004432,Waltham Forest,Theft and Handling,Other Theft,0,2016,8
E01001943,Hammersmith and Fulham,Fraud or Forgery,Counted per Victim,0,2016,3
E01002643,Hounslow,Violence Against the Person,Harassment,2,2016,8
E01003548,Newham,Theft and Handling,Handling Stolen Goods,0,2016,8
E01003883,Richmond upon Thames,Violence Against the Person,Common Assault,0,2016,2
E01002790,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,6
E01003622,Newham,Theft and Handling,Theft From Shops,0,2016,11
E01002210,Harrow,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,5
E01001212,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,6
E01001199,Ealing,Robbery,Business Property,0,2016,12
E01001324,Ealing,Drugs,Possession Of Drugs,0,2016,9
E01003165,Lambeth,Violence Against the Person,Common Assault,0,2016,10
E01003290,Lewisham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,11
E01003624,Newham,Theft and Handling,Other Theft,1,2016,1
E01002025,Haringey,Violence Against the Person,Murder,0,2016,11
E01001723,Hackney,Criminal Damage,Criminal Damage To Other Building,0,2016,10
E01004327,Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,12
E01001775,Hackney,Theft and Handling,Handling Stolen Goods,0,2016,2
E01000285,Barnet,Robbery,Business Property,0,2016,2
E01002635,Hounslow,Theft and Handling,Theft From Shops,6,2016,10
E01001098,Croydon,Drugs,Drug Trafficking,0,2016,5
E01001229,Ealing,Burglary,Burglary in Other Buildings,0,2016,6
E01002994,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,7
E01003112,Lambeth,Violence Against the Person,Wounding/GBH,2,2016,3
E01000744,Bromley,Drugs,Other Drugs,0,2016,8
E01004417,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,3
E01001506,Enfield,Robbery,Business Property,0,2016,12
E01033704,Hackney,Violence Against the Person,Wounding/GBH,1,2016,2
E01004763,Westminster,Violence Against the Person,Harassment,17,2016,6
E01004716,Westminster,Other Notifiable Offences,Going Equipped,0,2016,3
E01002244,Havering,Robbery,Personal Property,0,2016,3
E01001059,Croydon,Drugs,Possession Of Drugs,0,2016,8
E01002181,Harrow,Theft and Handling,Theft From Shops,0,2016,3
E01004486,Wandsworth,Burglary,Burglary in a Dwelling,1,2016,6
E01001640,Greenwich,Theft and Handling,Theft From Motor Vehicle,2,2016,1
E01003513,Newham,Violence Against the Person,Wounding/GBH,0,2016,11
E01003715,Redbridge,Violence Against the Person,Wounding/GBH,0,2016,10
E01000470,Bexley,Drugs,Drug Trafficking,0,2016,6
E01004532,Wandsworth,Violence Against the Person,Other violence,0,2016,12
E01000849,Camden,Other Notifiable Offences,Going Equipped,0,2016,6
E01002418,Hillingdon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,1
E01003853,Richmond upon Thames,Violence Against the Person,Other violence,0,2016,8
E01003381,Merton,Drugs,Drug Trafficking,0,2016,5
E01003669,Redbridge,Fraud or Forgery,Counted per Victim,0,2016,7
E01003440,Merton,Criminal Damage,Other Criminal Damage,0,2016,2
E01000488,Brent,Drugs,Other Drugs,0,2016,6
E01000022,Barking and Dagenham,Violence Against the Person,Harassment,1,2016,7
E01004028,Southwark,Criminal Damage,Criminal Damage To Other Building,0,2016,6
E01000141,Barnet,Violence Against the Person,Other violence,0,2016,7
E01000803,Bromley,Other Notifiable Offences,Other Notifiable,0,2016,6
E01002748,Islington,Theft and Handling,Other Theft Person,1,2016,2
E01004115,Sutton,Violence Against the Person,Common Assault,1,2016,1
E01004613,Wandsworth,Theft and Handling,Other Theft,1,2016,11
E01000900,Camden,Theft and Handling,Other Theft,1,2016,5
E01003873,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,0,2016,11
E01003580,Newham,Burglary,Burglary in a Dwelling,1,2016,4
E01002755,Islington,Theft and Handling,Other Theft,1,2016,5
E01003561,Newham,Drugs,Drug Trafficking,0,2016,9
E01004033,Southwark,Theft and Handling,Theft From Shops,0,2016,1
E01001821,Hackney,Violence Against the Person,Common Assault,0,2016,1
E01003179,Lambeth,Violence Against the Person,Harassment,2,2016,6
E01001156,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,5
E01000523,Brent,Robbery,Personal Property,1,2016,12
E01001486,Enfield,Violence Against the Person,Wounding/GBH,1,2016,8
E01003650,Redbridge,Robbery,Personal Property,0,2016,9
E01032570,Bromley,Theft and Handling,Other Theft,1,2016,10
E01002698,Islington,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,8
E01004732,Westminster,Violence Against the Person,Other violence,0,2016,8
E01000095,Barking and Dagenham,Theft and Handling,Other Theft Person,1,2016,1
E01001716,Hackney,Drugs,Possession Of Drugs,2,2016,10
E01004262,Tower Hamlets,Violence Against the Person,Harassment,4,2016,4
E01000584,Brent,Theft and Handling,Theft/Taking of Pedal Cycle,1,2016,9
E01004361,Waltham Forest,Theft and Handling,Handling Stolen Goods,0,2016,2
E01003713,Redbridge,Criminal Damage,Criminal Damage To Dwelling,0,2016,6
E01003447,Merton,Fraud or Forgery,Other Fraud & Forgery,0,2016,7
E01002541,Hillingdon,Criminal Damage,Other Criminal Damage,0,2016,5
E01003276,Lewisham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,1
E01002833,Kensington and Chelsea,Violence Against the Person,Common Assault,2,2016,9
E01001419,Enfield,Violence Against the Person,Common Assault,0,2016,4
E01000861,Camden,Violence Against the Person,Murder,0,2016,3
E01004696,Westminster,Violence Against the Person,Common Assault,2,2016,4
E01004249,Tower Hamlets,Violence Against the Person,Wounding/GBH,0,2016,8
E01002689,Hounslow,Burglary,Burglary in Other Buildings,0,2016,1
E01001666,Greenwich,Drugs,Possession Of Drugs,0,2016,8
E01003508,Newham,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,12
E01001615,Greenwich,Theft and Handling,Theft From Motor Vehicle,1,2016,5
E01000609,Brent,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,10
E01002469,Hillingdon,Criminal Damage,Other Criminal Damage,0,2016,10
E01000859,Camden,Drugs,Possession Of Drugs,0,2016,11
E01002751,Islington,Violence Against the Person,Other violence,0,2016,2
E01002567,Hounslow,Violence Against the Person,Harassment,1,2016,4
E01002026,Haringey,Drugs,Other Drugs,0,2016,7
E01000326,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,11
E01032785,Tower Hamlets,Drugs,Possession Of Drugs,0,2016,4
E01002401,Hillingdon,Drugs,Drug Trafficking,0,2016,7
E01001145,Croydon,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,8
E01002846,Kensington and Chelsea,Other Notifiable Offences,Other Notifiable,0,2016,6
E01003452,Merton,Robbery,Personal Property,1,2016,1
E01003372,Merton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,4
E01001485,Enfield,Violence Against the Person,Wounding/GBH,0,2016,6
E01000456,Bexley,Theft and Handling,Theft From Motor Vehicle,1,2016,1
E01004234,Tower Hamlets,Burglary,Burglary in a Dwelling,0,2016,6
E01001358,Ealing,Burglary,Burglary in a Dwelling,0,2016,7
E01000962,Camden,Violence Against the Person,Assault with Injury,0,2016,8
E01002567,Hounslow,Violence Against the Person,Harassment,2,2016,2
E01001198,Ealing,Theft and Handling,Theft From Motor Vehicle,1,2016,1
E01001168,Croydon,Violence Against the Person,Assault with Injury,0,2016,7
E01001499,Enfield,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,1
E01003098,Lambeth,Robbery,Business Property,0,2016,1
E01001283,Ealing,Other Notifiable Offences,Other Notifiable,0,2016,12
E01002649,Hounslow,Violence Against the Person,Common Assault,2,2016,11
E01000058,Barking and Dagenham,Violence Against the Person,Other violence,0,2016,11
E01000977,Croydon,Drugs,Drug Trafficking,0,2016,5
E01003785,Redbridge,Other Notifiable Offences,Other Notifiable,2,2016,1
E01001097,Croydon,Robbery,Business Property,0,2016,4
E01003164,Lambeth,Criminal Damage,Other Criminal Damage,1,2016,7
E01004304,Tower Hamlets,Drugs,Drug Trafficking,0,2016,10
E01002115,Harrow,Other Notifiable Offences,Other Notifiable,0,2016,9
E01003949,Southwark,Violence Against the Person,Common Assault,1,2016,5
E01002645,Hounslow,Other Notifiable Offences,Going Equipped,0,2016,6
E01032780,Tower Hamlets,Theft and Handling,Handling Stolen Goods,0,2016,4
E01002027,Haringey,Theft and Handling,Other Theft,1,2016,5
E01000185,Barnet,Criminal Damage,Criminal Damage To Dwelling,0,2016,10
E01002103,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,4
E01001938,Hammersmith and Fulham,Other Notifiable Offences,Other Notifiable,0,2016,4
E01000178,Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,1
E01004144,Sutton,Robbery,Business Property,0,2016,6
E01003893,Richmond upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,7
E01002094,Haringey,Theft and Handling,Other Theft Person,0,2016,3
E01004663,Westminster,Criminal Damage,Criminal Damage To Dwelling,1,2016,5
E01003167,Lambeth,Theft and Handling,Handling Stolen Goods,0,2016,4
E01003626,Newham,Other Notifiable Offences,Other Notifiable,0,2016,5
E01002126,Harrow,Theft and Handling,Other Theft Person,2,2016,4
E01002162,Harrow,Violence Against the Person,Offensive Weapon,0,2016,10
E01004012,Southwark,Robbery,Business Property,0,2016,12
E01003334,Lewisham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,1
E01000604,Brent,Criminal Damage,Criminal Damage To Dwelling,1,2016,2
E01004021,Southwark,Burglary,Burglary in Other Buildings,0,2016,2
E01003841,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,8
E01001223,Ealing,Violence Against the Person,Harassment,1,2016,7
E01002229,Harrow,Theft and Handling,Theft From Motor Vehicle,0,2016,4
E01004727,Westminster,Theft and Handling,Other Theft,4,2016,1
E01003136,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,9
E01003633,Newham,Violence Against the Person,Wounding/GBH,0,2016,10
E01000162,Barnet,Theft and Handling,Other Theft Person,0,2016,4
E01001672,Greenwich,Theft and Handling,Other Theft Person,0,2016,2
E01004683,Westminster,Violence Against the Person,Wounding/GBH,0,2016,7
E01002202,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,5
E01001580,Greenwich,Robbery,Business Property,0,2016,10
E01004132,Sutton,Drugs,Possession Of Drugs,0,2016,3
E01003010,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,0,2016,5
E01003394,Merton,Drugs,Other Drugs,0,2016,6
E01003867,Richmond upon Thames,Violence Against the Person,Wounding/GBH,0,2016,6
E01001551,Enfield,Criminal Damage,Criminal Damage To Dwelling,0,2016,2
E01004392,Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,0,2016,12
E01002027,Haringey,Other Notifiable Offences,Other Notifiable,0,2016,5
E01003268,Lewisham,Robbery,Business Property,0,2016,7
E01000983,Croydon,Criminal Damage,Criminal Damage To Dwelling,0,2016,9
E01002911,Kensington and Chelsea,Theft and Handling,Theft From Motor Vehicle,3,2016,2
E01000045,Barking and Dagenham,Violence Against the Person,Other violence,0,2016,3
E01002070,Haringey,Theft and Handling,Other Theft,1,2016,4
E01000252,Barnet,Violence Against the Person,Harassment,0,2016,11
E01004683,Westminster,Theft and Handling,Handling Stolen Goods,0,2016,6
E01000559,Brent,Theft and Handling,Other Theft Person,0,2016,5
E01003236,Lewisham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,9
E01003417,Merton,Robbery,Business Property,0,2016,11
E01002851,Kensington and Chelsea,Violence Against the Person,Wounding/GBH,0,2016,12
E01001299,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2016,3
E01001390,Enfield,Drugs,Drug Trafficking,0,2016,6
E01004427,Waltham Forest,Burglary,Burglary in Other Buildings,1,2016,1
E01004000,Southwark,Other Notifiable Offences,Other Notifiable,0,2016,1
E01002361,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,5
E01003718,Redbridge,Fraud or Forgery,Counted per Victim,0,2016,8
E01004743,Westminster,Violence Against the Person,Assault with Injury,1,2016,1
E01032582,Lambeth,Violence Against the Person,Assault with Injury,3,2016,10
E01003259,Lewisham,Theft and Handling,Other Theft,1,2016,6
E01000930,Camden,Other Notifiable Offences,Other Notifiable,0,2016,3
E01004582,Wandsworth,Robbery,Business Property,0,2016,5
E01001875,Hammersmith and Fulham,Violence Against the Person,Common Assault,1,2016,12
E01032782,Tower Hamlets,Drugs,Drug Trafficking,0,2016,8
E01002528,Hillingdon,Theft and Handling,Other Theft Person,0,2016,7
E01001531,Enfield,Other Notifiable Offences,Other Notifiable,0,2016,9
E01002246,Havering,Robbery,Business Property,0,2016,1
E01000110,Barking and Dagenham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,12
E01002670,Hounslow,Robbery,Business Property,0,2016,1
E01000675,Bromley,Violence Against the Person,Common Assault,8,2016,5
E01004321,Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,0,2016,8
E01004552,Wandsworth,Violence Against the Person,Other violence,0,2016,5
E01002817,Kensington and Chelsea,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,2
E01003640,Redbridge,Theft and Handling,Other Theft,2,2016,3
E01001836,Hackney,Criminal Damage,Criminal Damage To Dwelling,1,2016,1
E01003580,Newham,Theft and Handling,Handling Stolen Goods,0,2016,3
E01004660,Westminster,Theft and Handling,Handling Stolen Goods,0,2016,2
E01001052,Croydon,Drugs,Drug Trafficking,0,2016,10
E01000253,Barnet,Theft and Handling,Other Theft,0,2016,6
E01000708,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,9
E01004359,Waltham Forest,Robbery,Business Property,0,2016,8
E01002514,Hillingdon,Violence Against the Person,Wounding/GBH,1,2016,11
E01004135,Sutton,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,6
E01000233,Barnet,Criminal Damage,Criminal Damage To Dwelling,0,2016,11
E01000990,Croydon,Violence Against the Person,Other violence,0,2016,6
E01002241,Harrow,Violence Against the Person,Assault with Injury,0,2016,2
E01002811,Islington,Robbery,Personal Property,0,2016,9
E01004577,Wandsworth,Violence Against the Person,Other violence,0,2016,1
E01002493,Hillingdon,Violence Against the Person,Assault with Injury,2,2016,5
E01003036,Lambeth,Theft and Handling,Other Theft,0,2016,3
E01002331,Havering,Violence Against the Person,Other violence,0,2016,8
E01000694,Bromley,Violence Against the Person,Common Assault,0,2016,11
E01003401,Merton,Theft and Handling,Other Theft,2,2016,1
E01002903,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,12
E01000442,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,5
E01003641,Redbridge,Drugs,Possession Of Drugs,0,2016,12
E01001216,Ealing,Criminal Damage,Other Criminal Damage,0,2016,4
E01003087,Lambeth,Violence Against the Person,Common Assault,2,2016,11
E01003043,Lambeth,Robbery,Personal Property,0,2016,12
E01000112,Barking and Dagenham,Theft and Handling,Handling Stolen Goods,0,2016,7
E01001208,Ealing,Violence Against the Person,Harassment,0,2016,7
E01000374,Bexley,Criminal Damage,Criminal Damage To Other Building,0,2016,3
E01004573,Wandsworth,Robbery,Personal Property,0,2016,6
E01000368,Bexley,Theft and Handling,Motor Vehicle Interference & Tampering,2,2016,1
E01002049,Haringey,Criminal Damage,Criminal Damage To Other Building,0,2016,5
E01003629,Newham,Burglary,Burglary in Other Buildings,0,2016,6
E01004751,Westminster,Theft and Handling,Theft From Shops,0,2016,8
E01001159,Croydon,Criminal Damage,Criminal Damage To Other Building,0,2016,8
E01032778,Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,3
E01004359,Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,3
E01003489,Newham,Burglary,Burglary in a Dwelling,0,2016,1
E01003815,Richmond upon Thames,Violence Against the Person,Other violence,0,2016,10
E01000531,Brent,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,12
E01000025,Barking and Dagenham,Burglary,Burglary in a Dwelling,1,2016,11
E01004449,Waltham Forest,Violence Against the Person,Other violence,0,2016,7
E01001714,Hackney,Criminal Damage,Other Criminal Damage,0,2016,8
E01000324,Barnet,Theft and Handling,Other Theft Person,0,2016,12
E01001756,Hackney,Drugs,Possession Of Drugs,2,2016,7
E01000097,Barking and Dagenham,Violence Against the Person,Harassment,1,2016,1
E01001299,Ealing,Violence Against the Person,Common Assault,0,2016,11
E01000134,Barnet,Violence Against the Person,Harassment,1,2016,2
E01004033,Southwark,Robbery,Personal Property,1,2016,12
E01003623,Newham,Theft and Handling,Theft From Motor Vehicle,1,2016,12
E01003797,Richmond upon Thames,Robbery,Personal Property,0,2016,10
E01002306,Havering,Criminal Damage,Criminal Damage To Dwelling,0,2016,7
E01003774,Redbridge,Theft and Handling,Handling Stolen Goods,0,2016,1
E01000994,Croydon,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,1
E01003370,Merton,Drugs,Drug Trafficking,0,2016,2
E01000842,Camden,Criminal Damage,Other Criminal Damage,0,2016,9
E01000348,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,11
E01000037,Barking and Dagenham,Robbery,Personal Property,0,2016,4
E01004576,Wandsworth,Robbery,Business Property,0,2016,10
E01000467,Bexley,Violence Against the Person,Assault with Injury,1,2016,2
E01004156,Sutton,Burglary,Burglary in a Dwelling,0,2016,2
E01003973,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,10
E01003263,Lewisham,Drugs,Possession Of Drugs,1,2016,1
E01004714,Westminster,Drugs,Possession Of Drugs,0,2016,5
E01002168,Harrow,Burglary,Burglary in Other Buildings,0,2016,11
E01004681,Westminster,Drugs,Drug Trafficking,0,2016,6
E01002796,Islington,Violence Against the Person,Wounding/GBH,0,2016,8
E01003393,Merton,Theft and Handling,Handling Stolen Goods,0,2016,6
E01001511,Enfield,Other Notifiable Offences,Other Notifiable,0,2016,8
E01001369,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,2
E01000764,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,2
E01003586,Newham,Violence Against the Person,Harassment,1,2016,10
E01004404,Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,0,2016,3
E01002731,Islington,Drugs,Drug Trafficking,0,2016,12
E01002752,Islington,Drugs,Drug Trafficking,0,2016,11
E01002955,Kingston upon Thames,Robbery,Personal Property,0,2016,10
E01000520,Brent,Criminal Damage,Criminal Damage To Dwelling,0,2016,6
E01003439,Merton,Violence Against the Person,Assault with Injury,3,2016,10
E01001791,Hackney,Burglary,Burglary in Other Buildings,0,2016,3
E01000893,Camden,Criminal Damage,Criminal Damage To Other Building,0,2016,5
E01001809,Hackney,Other Notifiable Offences,Other Notifiable,0,2016,7
E01003408,Merton,Violence Against the Person,Offensive Weapon,0,2016,7
E01000691,Bromley,Violence Against the Person,Offensive Weapon,0,2016,4
E01003207,Lewisham,Criminal Damage,Criminal Damage To Other Building,0,2016,4
E01003602,Newham,Other Notifiable Offences,Going Equipped,0,2016,6
E01001636,Greenwich,Violence Against the Person,Offensive Weapon,0,2016,4
E01004245,Tower Hamlets,Criminal Damage,Other Criminal Damage,0,2016,1
E01004636,Wandsworth,Violence Against the Person,Offensive Weapon,0,2016,3
E01000139,Barnet,Drugs,Possession Of Drugs,0,2016,7
E01032564,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,2
E01003849,Richmond upon Thames,Violence Against the Person,Other violence,0,2016,7
E01003546,Newham,Theft and Handling,Theft From Shops,0,2016,10
E01003443,Merton,Criminal Damage,Other Criminal Damage,0,2016,12
E01003018,Lambeth,Burglary,Burglary in Other Buildings,0,2016,9
E01001058,Croydon,Violence Against the Person,Other violence,0,2016,4
E01001927,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,0,2016,4
E01001464,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,12
E01001566,Enfield,Criminal Damage,Other Criminal Damage,0,2016,4
E01004736,Westminster,Drugs,Possession Of Drugs,29,2016,11
E01003765,Redbridge,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,10
E01004643,Wandsworth,Violence Against the Person,Other violence,0,2016,3
E01001882,Hammersmith and Fulham,Burglary,Burglary in a Dwelling,0,2016,12
E01001340,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,3,2016,1
E01000790,Bromley,Theft and Handling,Other Theft Person,1,2016,7
E01001912,Hammersmith and Fulham,Sexual Offences,Rape,0,2016,12
E01002419,Hillingdon,Other Notifiable Offences,Other Notifiable,0,2016,6
E01000629,Brent,Robbery,Business Property,0,2016,3
E01002051,Haringey,Drugs,Other Drugs,0,2016,3
E01002661,Hounslow,Theft and Handling,Handling Stolen Goods,0,2016,4
E01004366,Waltham Forest,Criminal Damage,Other Criminal Damage,0,2016,9
E01002350,Havering,Criminal Damage,Criminal Damage To Dwelling,0,2016,7
E01003994,Southwark,Drugs,Other Drugs,0,2016,7
E01004700,Westminster,Criminal Damage,Criminal Damage To Dwelling,0,2016,4
E01004754,Westminster,Other Notifiable Offences,Going Equipped,0,2016,11
E01001780,Hackney,Violence Against the Person,Murder,0,2016,11
E01003144,Lambeth,Drugs,Drug Trafficking,0,2016,7
E01004737,Westminster,Drugs,Possession Of Drugs,1,2016,6
E01001855,Hammersmith and Fulham,Violence Against the Person,Other violence,0,2016,2
E01003832,Richmond upon Thames,Theft and Handling,Other Theft Person,0,2016,2
E01002714,Islington,Theft and Handling,Handling Stolen Goods,0,2016,12
E01002405,Hillingdon,Other Notifiable Offences,Other Notifiable,0,2016,6
E01003801,Richmond upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,11
E01002785,Islington,Theft and Handling,Handling Stolen Goods,0,2016,2
E01001537,Enfield,Other Notifiable Offences,Other Notifiable,0,2016,7
E01002548,Hillingdon,Other Notifiable Offences,Other Notifiable,0,2016,3
E01003452,Merton,Theft and Handling,Theft From Motor Vehicle,1,2016,9
E01000836,Bromley,Violence Against the Person,Harassment,1,2016,11
E01004441,Waltham Forest,Violence Against the Person,Harassment,1,2016,6
E01000124,Barnet,Theft and Handling,Theft From Motor Vehicle,2,2016,5
E01002047,Haringey,Theft and Handling,Other Theft,0,2016,12
E01003564,Newham,Violence Against the Person,Common Assault,3,2016,11
E01000112,Barking and Dagenham,Violence Against the Person,Common Assault,0,2016,11
E01001195,Ealing,Criminal Damage,Other Criminal Damage,0,2016,11
E01000996,Croydon,Criminal Damage,Criminal Damage To Dwelling,0,2016,11
E01033607,Westminster,Violence Against the Person,Wounding/GBH,0,2016,5
E01002794,Islington,Theft and Handling,Other Theft Person,11,2016,12
E01002708,Islington,Theft and Handling,Other Theft Person,4,2016,12
E01001072,Croydon,Theft and Handling,Theft From Motor Vehicle,0,2016,1
E01003921,Southwark,Theft and Handling,Handling Stolen Goods,0,2016,7
E01004709,Westminster,Drugs,Drug Trafficking,0,2016,4
E01003984,Southwark,Criminal Damage,Criminal Damage To Dwelling,0,2016,9
E01001156,Croydon,Violence Against the Person,Murder,0,2016,12
E01002363,Havering,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,12
E01003271,Lewisham,Burglary,Burglary in Other Buildings,0,2016,11
E01000223,Barnet,Fraud or Forgery,Counted per Victim,0,2016,11
E01033457,Brent,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,1
E01001113,Croydon,Drugs,Other Drugs,0,2016,3
E01002680,Hounslow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,3
E01000032,Barking and Dagenham,Violence Against the Person,Wounding/GBH,0,2016,3
E01003963,Southwark,Theft and Handling,Other Theft Person,0,2016,9
E01000623,Brent,Burglary,Burglary in a Dwelling,0,2016,4
E01003766,Redbridge,Violence Against the Person,Common Assault,1,2016,6
E01003581,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,4
E01003161,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,8
E01003851,Richmond upon Thames,Violence Against the Person,Wounding/GBH,0,2016,6
E01002410,Hillingdon,Theft and Handling,Theft From Motor Vehicle,0,2016,2
E01001001,Croydon,Drugs,Drug Trafficking,0,2016,9
E01003364,Merton,Robbery,Personal Property,0,2016,9
E01001175,Croydon,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,1
E01001618,Greenwich,Violence Against the Person,Harassment,2,2016,1
E01003730,Redbridge,Criminal Damage,Criminal Damage To Dwelling,0,2016,4
E01004724,Westminster,Criminal Damage,Criminal Damage To Other Building,0,2016,10
E01001912,Hammersmith and Fulham,Theft and Handling,Theft From Motor Vehicle,1,2016,8
E01001816,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,12
E01000508,Brent,Drugs,Drug Trafficking,1,2016,7
E01003662,Redbridge,Violence Against the Person,Assault with Injury,4,2016,7
E01000841,Bromley,Drugs,Possession Of Drugs,0,2016,1
E01002491,Hillingdon,Violence Against the Person,Assault with Injury,1,2016,2
E01003024,Lambeth,Criminal Damage,Criminal Damage To Other Building,0,2016,9
E01001211,Ealing,Criminal Damage,Other Criminal Damage,0,2016,1
E01004107,Sutton,Violence Against the Person,Other violence,0,2016,2
E01000174,Barnet,Other Notifiable Offences,Other Notifiable,0,2016,4
E01004544,Wandsworth,Robbery,Personal Property,0,2016,8
E01001373,Ealing,Criminal Damage,Other Criminal Damage,1,2016,8
E01002594,Hounslow,Theft and Handling,Other Theft,2,2016,5
E01000108,Barking and Dagenham,Burglary,Burglary in a Dwelling,0,2016,4
E01000420,Bexley,Other Notifiable Offences,Going Equipped,0,2016,1
E01004500,Wandsworth,Other Notifiable Offences,Other Notifiable,0,2016,5
